major,major_summary
동양화과,"동양화과는 동양사상을 바탕으로 전통과 혁신이 공존하는 새로운 동양화 분야를 창출하고자 합니다. 한국미술의 전통을 바탕으로 현대 동양화의 가능성을 모색하고 다양해진 표현기법들로 차원 높은 조형예술의 세계를 구현하고자 합니다.

동양화과는 전통미술의 계승을 추구하고 창의력을 개발하여 새로운 민족적 미술을 창조할 수 있는 예술가 양성에 교육목표를 두고 있습니다.
"
회화학과,"회화학과에서는 회화 및 그와 연관된 예술 형태에 대한 지적, 감상적, 기술적 접근이 폭넓게 이루어집니다. 회화를 중심으로 드로잉, 판화, 필름과 비디오, 컴퓨터, 설치 등 미디어를 활용한 새로운 표현의 가능성을 진취적으로 탐구합니다.
회화학과는 한국 미술의 정체성에 바탕을 두고 서구 현대 사조를 수용합니다. 이로써 창조적인 예술관, 사상체계와 미적 가치관을 통해 다양한 미술 영역 및 표현 방법을 체득하고 조형적 사고와 감성을 고취시키는 데에 교육목표를 두고 있습니다."
관광경영과,"참살이(well-being) 열풍이 불면서 여가의 중요성이 커지는 추세에 따라 관광경영과는 관광 산업에 대한 전문 지식 및 실무에 대해 학습하는 학과로, 관광 산업 발전에 중심적인 역할을 하고 있습니다. 관광ㆍ레저 상품 및 호텔ㆍ외식 산업, 항공 산업에 대한 전문적 지식 및 실무를 바탕으로, 졸업 후 관광 관련 기업 및 기관에 진출합니다."
관광통역과,"오늘날과 같은 글로벌 시대에 외국어와 관광산업의 중요성은 나날이 커지고 있습니다. 관광과는 현재 가장 각광 받는 영어, 일본어, 중국어 3개 국어에 대한 집중 교육과 관광 기획, 호텔 서비스, 회의 유치 등 관광 분야의 전문 교육을 실시함으로써 유창한 외국어를 구사하는 국제적 관광 전문인을 양성합니다. 관광통역과는 국제화 시대를 맞아 국가 간 교류의 증가와 더불어 이러한 시대적 요구에 부응하는 전문 관광통역 요원으로서의 지식과 자격을 갖춘 인재 양성을 교육목표로 하고 있습니다."
문화관광과,"문화관광과는 웰빙 산업 시대를 맞이하여 미래 관광산업을 선도할 유능하고 진취적인 관광전문가를 양성하고, 특화된 관광 현장 실무 전문가를 육성하는 데 목표를 두고 있습니다. 문화관광과는 관광산업을 뒷받침할 수 있는 항공사 승무원, 항공사 지상근무요원, 호텔리어, 관광 서비스 산업에 필요한 종사원 양성을 교육 목표로 합니다."
항해학과,"바다 위에 떠있는 배들을 보면서 어디론가 떠나고 싶다는 생각을 해본 적이 있지 않나요? 항해학과는 최신 선박의 운항 및 선박 관리에 필요한 해기 전문 지식과 해양운송ㆍ산업 분야에 필요한 기초 및 전문 지식을 함께 배우는 학과입니다. 세부적으로 선박운항의 핵심적인 기본 내용을 배우는 항해학 전공이 있고, 선박운항학 전공, 해양교통관리학 전공, 해양안전시스템학전공 등의 심화 전공이 개설된 경우도 있습니다. "
섬유공학과,"우주인에게 우주복이 없었더라면 어떻게 되었을까요? 극심한 온도 변화나 가속도, 방사선 위험에 노출되어 우주를 탐험 하는 것 자체가 불가능 했을지도 모릅니다. 섬유공학과는 우리 몸을 보호하고 패션을 위해 입는 일반 옷에 사용되는 합성섬유와 우주복, 방사선복, 방호복에 이용되는 특수섬유, 최첨단 섬유인 탄소섬유, 나노섬유 등 다양한 섬유에 대해서 배우는 곳입니다. 섬유공학과는 새로운 섬유 소재를 개발하고 발전시킬 수 있는 창의적 인재를 양성하는 데 교육목표를 두고 있습니다. "
의류ㆍ의상학과,"옷은 자신을 적극적으로 표현하는 도구입니다. 사람들이 가진 매력을 패션으로 펼쳐 주는 공부를 할 수 있는 곳이 의류학과입니다. 의류ㆍ의상학과에서는 우리 몸에 어울리고 아름다운 옷을 디자인하고 만들 수 있는 능력을 기르고, 패션 산업에 필요한 지식과 기술을 학습할 수 있습니다. "
기독교학과,"기독교학과는 기독교 정신과 타 학문 분야를 연계시킴으로써 학제 간의 연구를 통해 학문의 윤리와 가치관 정립을 도모합니다. 따라서 본 학과에서는 인간과 세계에 대한 하나님 중심의 기독교 신앙관을 확립하고자 합니다.
기독교학과는 기독교의 신학과 정신을 연구하여 국내외 신학 발전에 기여하고 희생과 봉사의 기독교적 인격을 갖추도록 훈련함으로써 건전한 교회와 사회 건설에 이바지할 기독교 지도자 양성에 교육목표를 두고 있습니다."
불교학과,"불교학은 불타의 교설을 논리적이고 체계적으로 연구하여 불교적 인격과 이상 사회를 구현하려는 학문입니다. 따라서 인간 심성의 본질과 삶의 문제, 참다운 인간사와 이상 사회의 실현을 궁극적으로 달성하고자 합니다. 불교학과는 지혜와 자비를 갖춘 불교적 인격을 함양하고 인생과 세계를 바라보는 능력과 지식을 기르는 데 초점을 둡니다. 또한 종교, 교육, 정치, 문화 등 사회 전반에 걸쳐 지도자로서의 기본 자질을 갖춘 인재 양성에 교육 목표를 두고 있습니다."
신학과,신학이란 인류의 역사와 함께 있어 온 인간과 신의 관계를 연구하고 배우는 학문으로 신과의 관계가 정신적인 것이기 때문에 일종의 정신학이라 할 수 있습니다. 신학과는 성서적인 계시의 진리를 철저히 탐구하고 개혁신학의 원리와 자유정신을 추구한다. 하나님의 선교의 장인 역사 안에서 불의와 폭력을 추방하고 정의롭고 평화로운 새로운 세계의 건설을 위하여 투신하는 인재 양성에 교육목표를 두고 있습니다.
종교교육과,"종교교육과(기독교교육과)에서는 교육의 역사-철학적인 영역, 사회학적 영역, 심리학적 영역, 교육방법론적 영역을 기독교적 관점에서 탐구하는 학과입니다. 종교교육과는 기독교 세계관을 바탕으로 교육의 이론과 실제에 대한 탐구를 통하여 인간의 전인적 성숙에 기여할 수 있는 기독교 교육자 양성을 교육목표로 두고 있습니다."
외식산업과,외식산업과는 생활방식의 변화에 따라 성장을 거듭하고 있는 외식문화를 선도하고 우리나라 외식 산업의 발전을 주도할 수 있는 인재를 양성합니다. 외식산업과에서는 외식산업의 사업경영 관리 차원에서 요구되는 서비스 지향의 전문 지식과 기술을 갖춘 우수한 전문 인력 양성을 목표로 두고 있습니다.
외식산업학과,"외식산업학과는 가정 밖에서 음식을 제공하는 서비스업과 관련된 여러 분야를 탐구하는 학문입니다. 외식산업의 선진화와 업계 발전에 기여할 수 있고, 한국 외식 문화의 대외경쟁력을 높여 외식산업의 세계화를 선도할 수 있으며, 21세기 정보화사회에 필요한 우수한 현장의 관리자 육성을 교육목표로 합니다."
호텔경영과,"여행에서 쉬고, 먹고, 잘 수 있는 공간인 ‘호텔’은 복합 휴식공간으로서 여행에서 중요한 부분을 차지합니다. 호텔경영과에서는 호텔 등 숙박 시설의 고객과 관광객들의 다양한 수요를 만족시키는 것은 물론, 서비스의 질을 높이기 위한 호텔 경영 전반에 대해서 배웁니다. 졸업 후에는 미래의 관광산업 및 호텔산업을 성장시킬 전문 호텔리어가 될 수 있습니다."
소방안전관리과,"소방 안전의 중요성이 더욱 강조되고 있습니다. 첨단 산업으로 인해 고층 건물이 많아지고 지능화됨에 따라 이들을 화재로부터 보호해야 합니다. 소방안전관리과에서는 소방ㆍ방재 기술을 개발하여 재난 방지에 큰 역할을 할 수 있는 전문 인력을 키우고자 합니다. 소방안전관리과에서는 화재나 재난이 발생했을 때 인명과 재산 피해를 최소화하기 위해 화재 재난의 원인과 과정을 과학적으로 알아내고, 화재 예방 및 효과적인 진압, 안전한 구조에 필요한 지식과 기술을 배웁니다."
응급구조과,"사회가 복잡해지고 자연재해가 빈번해지면서 다양한 사고 발생 위험도 높아지고 있습니다. 이로 인해 응급의학 분야의 중요성도 점차 커지고 있습니다. 응급구조과에서는 응급환자가 발생한 사고 현장에서 환자의 목숨을 구하기 위해 신속히 응급구조를 실시할 수 있는 응급구조사를 키우고자 합니다. 응급구조과에서는 응급처치 및 구조법에 대해 공부하고, 기초의학에 대한 이해를 전제로 신경외과, 소아, 정형외과, 심장 등의 전문 응급 처치법을 공부합니다."
보건환경과,"보건환경과는 인간의 환경 전반에 걸친 오염물질, 오염 정도, 자연계에의 영향 등을 이해하고 환경요인들을 과학적으로 측정ㆍ평가하여 오염요인으로부터 보호하고 회복하는 것을 연구합니다. 보건환경과는 환경오염 방지기술 및 환경오염물질의 처리와 관리에 필요한 이론과 실무 중심의 실험 및 실습을 통하여 현대 산업사회가 요구하는 실용적 전문지식과 도덕성, 창의력을 겸비한 전문 환경 기술인을 양성하는 것에 교육 목표를 둡니다."
환경시스템과,환경시스템과에서는 깨끗하고 아름다운 자연환경을 가꾸고 발전시키기 위하여 현대 사회에서 야기된 각종 환경오염 문제에 대한 원인과 이를 해결하기 위한 환경과학의 기초 지식을 배웁니다. 환경시스템과는 전인류적 관심사로 등장한 녹색사회 구현을 위한 환경시스템 관리 전문 인력 양성을 교육목표로 두고 있습니다.
경영회계정보과,"경영회계정보과는 정보기술에 대한 이해와 활용, 더 나아가 기업정보화를 추진할 수 있는 능력을 바탕으로 경영정보, 회계정보 측면에서 실무에 적용할 수 있는 유능한 전문경영 실무자를 양성합니다. 경영회계정보과는 기업경영실무에 관한 전문지식을 함양하고 합리적인 경제행위를 위한 금융지식을 함양하여 세무 및 회계 전문가 양성에 교육목표를 두고 있습니다."
수의학과,"수의학과는 가축, 반려동물, 야생동물뿐 아니라 수생동물까지 모든 동물의 질병 예방과 치료에 대하여 배우는 곳입니다. 수의학과는 동물의 질병 예방과 치료를 담당하는 동물 의사를 기르지만, 궁극적으로는 인류와 동물의 건강과 복지를 위한 전문 수의사를 기르는 곳입니다. "
